material_id,position_id,rack,bay,level,needs_rt,zwm92_picks
3405740F0,C-04-03-L1,C,4,1,0,0
3405743F0,C-01-01-L0,C,1,0,0,0
3405753F0,D-06-03-L2,D,6,2,0,0
3405772F0,J-01-02-L3,J,1,3,1,0
3405803F0,D-06-03-L0,D,6,0,0,0
3405811F0,E-10-03-L3,E,10,3,1,36
3405812F0,D-10-02-L1,D,10,1,0,30
3405813F0,G-04-02-L3,G,4,3,1,48
3405966F0,G-01-03-L4,G,1,4,1,14
3405966F0-H,I-11-01-L5,I,11,5,1,8
3405966F0-KH,A-09-01-L5,A,9,5,1,46
3405967F0,I-06-01-L4,I,6,4,1,7
3405967F0-H,F-02-01-L6,F,2,6,1,4
3405967F0-KH,I-11-02-L5,I,11,5,1,23
3405968F0,B-11-02-L7,B,11,7,1,0
3405968F0-G,B-11-03-L7,B,11,7,1,9
3405968F0-KH,F-02-02-L6,F,2,6,1,6
3405969F0-KH,F-02-03-L6,F,2,6,1,6
3406000F0,C-08-03-L0,C,8,0,0,0
3406001F0,C-09-01-L0,C,9,0,0,0
3406002F0,C-09-02-L0,C,9,0,0,0
3406003F0,C-10-01-L0,C,10,0,0,0
3406018F0,A-07-02-L0,A,7,0,0,0
3406036F0,A-07-02-L2,A,7,2,0,12
3406038F0,A-11-02-L2,A,11,2,0,17
3406039F0,G-12-03-L2,G,12,2,0,10
3406040F0,D-09-02-L2,D,9,2,0,0
3406041F0,A-07-03-L2,A,7,2,0,0
3406042F0,E-11-01-L2,E,11,2,0,1
3406043F0,D-09-03-L2,D,9,2,0,1
3406103F0,I-06-02-L1,I,6,1,0,0
3406104F0,F-02-03-L1,F,2,1,0,0
3406107F0,F-09-03-L4,F,9,4,1,0
3406107F0CD,A-08-01-L0,A,8,0,0,0
3406111F0,C-05-01-L1,C,5,1,0,0
3406210F0,D-03-03-L4,D,3,4,1,10
3406222F0,A-12-03-L4,A,12,4,1,0
3406399F0,F-10-02-L4,F,10,4,1,1538
3407354F0,B-11-01-L1,B,11,1,0,0
3407450T0,J-18-02-L2,J,18,2,0,0
3407699F0,A-09-02-L5,A,9,5,1,0
3407700F0,A-09-03-L5,A,9,5,1,0
3407819F0,U-11-01-L5,U,11,5,1,21
3407837F0,G-04-03-L3,G,4,3,1,62
3407838F0,I-06-01-L3,I,6,3,1,62
3407839F0,I-06-02-L3,I,6,3,1,62
3408476T0-1,C-03-03-L2,C,3,2,0,0
3408479T0-1,J-03-03-L4,J,3,4,1,0
3408547T0-1,C-07-01-L1,C,7,1,0,0
3408548T0-1,J-01-01-L4,J,1,4,1,0
3408863F0,F-09-02-L4,F,9,4,1,0
3408948F0,A-12-03-L0,A,12,0,0,0
3408949F0,D-12-01-L0,D,12,0,0,0
3408950F0,G-06-03-L2,G,6,2,0,0
3408953F0,H-10-01-L4,H,10,4,1,0
3408972F0,B-06-01-L0,B,6,0,0,0
3408986F0,C-06-01-L0,C,6,0,0,0
3409073F0,G-12-02-L8,G,12,8,1,4
3409117F0,J-18-01-L2,J,18,2,0,6
3409198F0,G-03-02-L1,G,3,1,0,420
3409199F0,D-09-03-L1,D,9,1,0,124
35190062,C-06-03-L6,C,6,6,1,0
35190063,C-07-03-L6,C,7,6,1,0
35190280,A-06-02-L7,A,6,7,1,0
35190321,J-16-01-L6,J,16,6,1,0
35190322,A-12-02-L4,A,12,4,1,0
35190365,G-04-03-L5,G,4,5,1,0
35190504,G-07-03-L6,G,7,6,1,0
35190523,C-02-03-L0,C,2,0,0,14
35190598,F-12-03-L4,F,12,4,1,0
35190599,C-05-01-L5,C,5,5,1,0
35190932,G-12-03-L8,G,12,8,1,0
35190939,U-04-01-L6,U,4,6,1,0
35190940,H-07-02-L7,H,7,7,1,0
35190964,D-12-01-L5,D,12,5,1,0
3630000,D-09-01-L4,D,9,4,1,0
3720088,U-04-01-L4,U,4,4,1,0
3727779,B-10-03-L8,B,10,8,1,3
3727786,D-07-02-L6,D,7,6,1,0
3727801,I-02-03-L0,I,2,0,0,0
3727810,I-02-02-L0,I,2,0,0,0
3727846,H-08-02-L4,H,8,4,1,0
3727869,E-02-03-L0,E,2,0,0,0
3727875,F-02-02-L0,F,2,0,0,0
3727876,D-03-02-L4,D,3,4,1,0
3727877,D-01-01-L0,D,1,0,0,0
3727881,H-08-03-L4,H,8,4,1,0
3727891,I-03-01-L0,I,3,0,0,0
3728010,G-03-01-L0,G,3,0,0,0
3729559,F-02-01-L0,F,2,0,0,0
3730092J,D-10-01-L0,D,10,0,0,42
3730092L,C-07-02-L0,C,7,0,0,21
3730092M,B-11-01-L0,B,11,0,0,0
3730092N,D-05-03-L4,D,5,4,1,1
3730092P,H-11-01-L4,H,11,4,1,0
3730161C,D-04-02-L6,D,4,6,1,0
3730353B,E-09-01-L8,E,9,8,1,2
3730404,D-03-02-L6,D,3,6,1,0
3730504,J-15-01-L6,J,15,6,1,0
3730555A,I-05-01-L5,I,5,5,1,2
3730555B,D-03-01-L4,D,3,4,1,0
3730712,G-12-01-L6,G,12,6,1,74
3735507,I-08-02-L4,I,8,4,1,0
3735524,A-02-02-L6,A,2,6,1,203
3735525,H-09-03-L6,H,9,6,1,0
3735528,H-08-01-L4,H,8,4,1,0
3735555,E-06-01-L6,E,6,6,1,0
3735555SN,E-09-02-L8,E,9,8,1,4
3735561SN,E-09-03-L8,E,9,8,1,4
3735578,D-05-02-L6,D,5,6,1,61
3735603,G-12-02-L6,G,12,6,1,81
3735762,A-06-03-L7,A,6,7,1,11
3735766,D-04-01-L6,D,4,6,1,0
3735853,F-12-02-L1,F,12,1,0,0
3736001,D-03-02-L1,D,3,1,0,0
3736002,D-03-03-L1,D,3,1,0,0
3736006,J-14-01-L4,J,14,4,1,0
3736344,I-02-01-L7,I,2,7,1,0
3736354,U-02-01-L6,U,2,6,1,36
3736450,U-03-02-L1,U,3,1,0,12
3736450SN,B-11-01-L8,B,11,8,1,3
3736502,D-08-01-L8,D,8,8,1,0
3736522,F-07-01-L7,F,7,7,1,0
3736525,U-09-02-L4,U,9,4,1,3
3736526,D-09-01-L6,D,9,6,1,0
3736825,F-08-02-L6,F,8,6,1,0
3816992N0,D-05-02-L2,D,5,2,0,0
3930818AG,F-07-02-L7,F,7,7,1,6
3931256S07,I-08-02-L5,I,8,5,1,7
3931273,I-11-03-L5,I,11,5,1,7
3931275,A-10-01-L5,A,10,5,1,14
3931467S07,B-11-02-L8,B,11,8,1,4
3931519,A-10-02-L5,A,10,5,1,14
3932230,H-03-03-L2,H,3,2,0,1
4690212,B-01-01-L4,B,1,4,1,43
4690416,B-01-02-L4,B,1,4,1,43
4690488,B-01-03-L4,B,1,4,1,43
4690492,B-02-01-L4,B,2,4,1,43
4690494,B-02-02-L4,B,2,4,1,43
4690516,B-02-03-L4,B,2,4,1,43
47078,I-08-01-L7,I,8,7,1,0
5009001,B-01-02-L1,B,1,1,0,0
51000029A,F-07-01-L6,F,7,6,1,0
51000029BCD,I-04-01-L2,I,4,2,0,1
51000029BCE,D-08-02-L8,D,8,8,1,2
51000107E,H-07-03-L7,H,7,7,1,0
51000107F,D-02-01-L7,D,2,7,1,0
51000426,U-01-01-L6,U,1,6,1,32
51000504,D-08-01-L6,D,8,6,1,72
51000505,D-08-02-L6,D,8,6,1,70
51000596,G-04-03-L7,G,4,7,1,9
51000602,J-06-01-L0,J,6,0,0,4
51000619,B-11-02-L1,B,11,1,0,0
51000623,F-04-03-L1,F,4,1,0,0
51000646,U-08-03-L6,U,8,6,1,16
51000683,J-03-02-L7,J,3,7,1,10
51000689,B-12-01-L7,B,12,7,1,10
51000691-21S07,F-12-01-L2,F,12,2,0,0
51000691-22S07,B-12-02-L2,B,12,2,0,0
51000691S07,D-01-03-L3,D,1,3,1,87
51000692,F-07-03-L7,F,7,7,1,0
51000703,A-08-01-L6,A,8,6,1,40
5100070301,J-06-02-L0,J,6,0,0,2
51000704,A-08-02-L6,A,8,6,1,40
51000736,J-17-02-L6,J,17,6,1,62
51000753,A-08-03-L6,A,8,6,1,42
51000782,F-11-01-L8,F,11,8,1,2
51000810,A-08-03-L4,A,8,4,1,0
51000821,F-11-02-L8,F,11,8,1,3
51000824,J-06-03-L0,J,6,0,0,1
51000861,E-05-03-L6,E,5,6,1,9
51000862,G-09-03-L6,G,9,6,1,0
51000862SN,D-02-03-L8,D,2,8,1,4
51000961,F-11-03-L8,F,11,8,1,2
5100096101,J-06-01-L1,J,6,1,0,2
51000975,H-10-02-L6,H,10,6,1,0
51000987SN,A-06-01-L8,A,6,8,1,4
51002502U33,A-05-02-L5,A,5,5,1,15
51004136U48,J-06-02-L1,J,6,1,0,0
51004137U41,B-05-01-L6,B,5,6,1,2
51004391U4,C-09-03-L5,C,9,5,1,5
51004391U8,U-13-02-L3,U,13,3,1,9
51004743UA,I-02-02-L7,I,2,7,1,0
51004743UE,I-02-03-L7,I,2,7,1,0
51006522M0,E-02-01-L1,E,2,1,0,32
51007512U13,B-05-02-L6,B,5,6,1,2
51108708M0,A-02-01-L6,A,2,6,1,543
51164028F0,A-10-02-L0,A,10,0,0,463
51164031F0,F-04-01-L3,F,4,3,1,0
51164072F0,F-08-01-L6,F,8,6,1,0
51164089F0,J-10-01-L3,J,10,3,1,30
51164090F0,F-02-02-L1,F,2,1,0,439
51164098F0,G-09-03-L0,G,9,0,0,509
51164108F0,F-04-02-L3,F,4,3,1,69
51164109F0,E-12-01-L0,E,12,0,0,440
51164181F0,C-11-01-L1,C,11,1,0,287
51164195F0,B-03-01-L3,B,3,3,1,45
51164196F0,E-07-02-L3,E,7,3,1,18
51164272F0,B-05-03-L2,B,5,2,0,0
51164273F0,B-06-01-L2,B,6,2,0,0
51164286F0,D-04-02-L0,D,4,0,0,0
51164287F0,I-03-01-L3,I,3,3,1,0
51164289F0,I-06-01-L2,I,6,2,0,122
51164302F0,H-07-02-L3,H,7,3,1,0
51164302F0_SISMIC,E-11-02-L2,E,11,2,0,0
51164306F0,B-07-03-L2,B,7,2,0,0
51164333F0,G-09-01-L0,G,9,0,0,0
51164336F0,A-05-02-L3,A,5,3,1,0
51164365FC,I-05-02-L5,I,5,5,1,0
51164407F0,B-08-01-L0,B,8,0,0,1083
51164417F0,B-07-01-L0,B,7,0,0,825
51164478F0,I-05-01-L1,I,5,1,0,0
51164483F0,E-12-02-L0,E,12,0,0,517
51164495F0,F-02-01-L3,F,2,3,1,0
51164500F0,I-03-02-L3,I,3,3,1,76
51164507F0,J-13-01-L3,J,13,3,1,25
51164508F0,I-01-02-L2,I,1,2,0,160
51164543F0,E-10-01-L1,E,10,1,0,185
51164559F0,F-11-02-L5,F,11,5,1,0
51189523F0,A-10-02-L2,A,10,2,0,0
51189527F0,J-01-01-L6,J,1,6,1,0
51189790F0,D-07-03-L3,D,7,3,1,0
51189792F0,G-11-01-L3,G,11,3,1,0
51189885F0,H-08-01-L5,H,8,5,1,0
51189972F0,J-01-03-L3,J,1,3,1,0
51189973F0,F-02-02-L3,F,2,3,1,0
51189975F0,C-05-02-L1,C,5,1,0,0
51189977F0,C-05-03-L1,C,5,1,0,0
51229055F0,A-10-03-L0,A,10,0,0,463
51229171F0,F-11-03-L5,F,11,5,1,14
51229172F0,E-02-01-L5,E,2,5,1,60
51229315F0,F-09-03-L3,F,9,3,1,0
51229316F0,G-08-01-L3,G,8,3,1,0
51229321F0,B-06-02-L2,B,6,2,0,0
51229323F0,E-05-02-L0,E,5,0,0,0
51229333F0,D-05-01-L3,D,5,3,1,0
51229343F0,H-03-01-L4,H,3,4,1,0
51229357F0,E-05-03-L0,E,5,0,0,0
51229362F0,F-11-03-L3,F,11,3,1,0
51229363F0,D-04-01-L0,D,4,0,0,0
51229368F0,I-03-03-L3,I,3,3,1,0
51229369F0,G-01-01-L3,G,1,3,1,0
51229371FB,A-06-02-L8,A,6,8,1,0
51235002F0,F-10-01-L2,F,10,2,0,79
51235003F0,J-10-02-L3,J,10,3,1,46
51235004F0,D-04-03-L2,D,4,2,0,99
51235005F1,J-13-02-L3,J,13,3,1,54
51235006F1,J-16-01-L3,J,16,3,1,54
51235014F0,F-07-02-L0,F,7,0,0,0
51235027F0,I-06-02-L4,I,6,4,1,17
51235028F0,B-01-01-L3,B,1,3,1,70
51235029F0,B-03-02-L3,B,3,3,1,28
51235030F0,F-09-01-L2,F,9,2,0,100
51235034F0,H-07-03-L3,H,7,3,1,66
51235035F0,F-10-02-L2,F,10,2,0,94
51235042F0,A-11-02-L1,A,11,1,0,295
51235047F0,B-10-02-L2,B,10,2,0,148
51235048F0,E-02-01-L3,E,2,3,1,55
51235066F0,D-05-01-L0,D,5,0,0,0
51235067F0,G-06-03-L0,G,6,0,0,0
51235068F0,B-05-03-L1,B,5,1,0,0
51235072F0,A-09-02-L1,A,9,1,0,306
51235073F0,C-05-01-L2,C,5,2,0,149
51235076F0,G-10-01-L3,G,10,3,1,35
51235077F0,F-02-03-L3,F,2,3,1,71
51235078F0,B-10-03-L2,B,10,2,0,149
51235079F0,E-04-01-L0,E,4,0,0,0
51235082F0,I-09-01-L2,I,9,2,0,101
51235083F0,D-12-01-L1,D,12,1,0,295
51235084F0,E-02-01-L4,E,2,4,1,42
51235085F0,I-08-02-L3,I,8,3,1,51
51235087F0,A-11-02-L3,A,11,3,1,28
51235093F0,J-06-03-L1,J,6,1,0,1
51235094F0,J-06-01-L2,J,6,2,0,0
51235197F0,D-04-02-L3,D,4,3,1,3
51235199F0,B-03-02-L1,B,3,1,0,466
51235207F0,U-01-02-L2,U,1,2,0,0
51235211F0,E-02-02-L4,E,2,4,1,6
51235217F0,E-05-01-L2,E,5,2,0,111
51235218F0,J-05-03-L3,J,5,3,1,58
51235219F0,I-02-01-L3,I,2,3,1,58
51235220F0,H-01-03-L3,H,1,3,1,58
51235221F0,B-07-02-L3,B,7,3,1,53
51235222F0,B-07-03-L3,B,7,3,1,53
51235223F0,H-06-02-L3,H,6,3,1,63
